,fdc_id,carbs_g,calories,fiber_g,protein_g,fat_g,food_name,avg_gram_weight
4361,2514547,,,,,0.77,cassava flour,
4362,2514550,,,,,0.53,cassava flour,
4363,2514553,,,,,0.33,cassava flour,
4364,2514556,,,,,0.85,cassava flour,
4365,2514559,,,,,0.44,cassava flour,
4366,2514562,,,,,0.32,cassava flour,
4367,2514565,,,,,0.37,cassava flour,
4368,2514567,,,2.42,,,"amaranth, flour",
4369,2514568,,,8.97,,,"amaranth, flour",
4370,2514569,,,6.97,,,"amaranth, flour",
4371,2514570,,,6.97,,,"amaranth, flour",
4372,2514571,,,9.16,,,"amaranth, flour",
4373,2514572,,,7.48,,,"amaranth, flour",
4374,2514573,,,8.22,,,"amaranth, flour",
4375,2514574,,,7.48,,,"amaranth, flour",
4376,2514575,,,3.77,,,"buckwheat, whole grain",
4377,2514576,,,4.66,,,"buckwheat, whole grain",
4378,2514577,,,3.36,,,"buckwheat, whole grain",
4379,2514578,,,4.17,,,"buckwheat, whole grain",
4380,2514579,,,5.08,,,"buckwheat, whole grain",
4381,2514580,,,3.24,,,"buckwheat, whole grain",
4382,2514581,,,3.88,,,"buckwheat, whole grain",
4383,2514582,,,4.21,,,"buckwheat, whole grain",
4384,2514583,,,3.12,,,"millet, whole grain",
4385,2514584,,,2.79,,,"millet, whole grain",
4386,2514585,,,3.33,,,"millet, whole grain",
4387,2514586,,,3.36,,,"millet, whole grain",
4388,2514587,,,2.92,,,"millet, whole grain",
4389,2514588,,,1.3,,,"millet, whole grain",
4390,2514589,,,1.39,,,"millet, whole grain",
4391,2514590,,,2.74,,,"millet, whole grain",
4392,2514591,,,4.66,,,"quinoa, flour",
4393,2514592,,,4.35,,,"quinoa, flour",
4394,2514593,,,6.05,,,"quinoa, flour",
4395,2514594,,,8.24,,,"quinoa, flour",
4396,2514595,,,6.73,,,"quinoa, flour",
4397,2514596,,,7.5,,,"quinoa, flour",
4398,2514597,,,6.18,,,"quinoa, flour",
4399,2514598,,,6.65,,,"quinoa, flour",
4400,2514599,,,3.37,,,"brown rice, long grain, unenriched",
4401,2514600,,,2.74,,,"brown rice, long grain, unenriched",
4402,2514601,,,3.39,,,"brown rice, long grain, unenriched",
4403,2514602,,,2.77,,,"brown rice, long grain, unenriched",
4404,2514603,,,2.66,,,"brown rice, long grain, unenriched",
4405,2514604,,,3.4,,,"brown rice, long grain, unenriched",
4406,2514605,,,3.24,,,"brown rice, long grain, unenriched",
4407,2514606,,,2.6,,,"brown rice, long grain, unenriched",
4408,2514607,,,0.0,,,"white rice, long grain, unenriched",
4409,2514608,,,0.0,,,"white rice, long grain, unenriched",
4410,2514609,,,0.0,,,"white rice, long grain, unenriched",
4411,2514610,,,0.0,,,"white rice, long grain, unenriched",
4412,2514611,,,0.0,,,"white rice, long grain, unenriched",
4413,2514612,,,1.19,,,"white rice, long grain, unenriched",
4414,2514613,,,0.0,,,"white rice, long grain, unenriched",
4415,2514614,,,0.0,,,"white rice, long grain, unenriched",
4416,2514615,,,6.02,,,"sorghum, flour",
4417,2514616,,,2.35,,,"sorghum, flour",
4418,2514617,,,6.43,,,"sorghum, flour",
4419,2514618,,,6.81,,,"sorghum, flour",
4420,2514619,,,6.21,,,"sorghum, flour",
4421,2514620,,,8.12,,,"sorghum, flour",
4422,2514621,,,6.63,,,"sorghum, flour",
4423,2514622,,,5.58,,,"sorghum, flour",
4424,2514623,,,2.77,,,"buckwheat, flour",
4425,2514624,,,17.5,,,"buckwheat, flour",
4426,2514625,,,1.8,,,"buckwheat, flour",
4427,2514626,,,14.5,,,"buckwheat, flour",
4428,2514627,,,17.7,,,"buckwheat, flour",
4429,2514628,,,22.9,,,"buckwheat, flour",
4430,2514629,,,2.13,,,"buckwheat, flour",
4431,2514630,,,3.49,,,"buckwheat, flour",
4432,2514631,,,13.3,,,"rye, flour",
4433,2514632,,,15.6,,,"rye, flour",
4434,2514633,,,7.33,,,"rye, flour",
4435,2514634,,,14.9,,,"rye, flour",
4436,2514635,,,14.0,,,"rye, flour",
4437,2514636,,,14.4,,,"rye, flour",
4438,2514637,,,15.0,,,"rye, flour",
4439,2514638,,,14.9,,,"rye, flour",
4440,2514639,,,9.85,,,"barley, flour",
4441,2514640,,,11.7,,,"barley, flour",
4442,2514641,,,10.3,,,"barley, flour",
4443,2514642,,,18.1,,,"barley, flour",
4444,2514643,,,10.8,,,"barley, flour",
4445,2514644,,,10.1,,,"barley, flour",
4446,2514645,,,11.4,,,"barley, flour",
4447,2514646,,,20.1,,,"barley, flour",
4448,2514647,,,8.6,,,cassava flour,
4449,2514648,,,4.97,,,cassava flour,
4450,2514649,,,5.84,,,cassava flour,
4451,2514650,,,0.0,,,cassava flour,
4452,2514651,,,7.11,,,cassava flour,
4453,2514652,,,4.9,,,cassava flour,
4454,2514653,,,1.35,,,cassava flour,
4455,2514654,,,5.9,,,cassava flour,
4456,2514743,0.0,184.8648,,18.15625,12.85,"Beef, ground, 90% lean meat / 10% fat, raw",
4457,2514744,0.0,242.61,,17.53125,19.44,"Beef, ground, 80% lean meat / 20% fat, raw",
4458,2514745,0.0,228.2728,,17.80625,17.49,"Pork, ground, raw",
4459,2514746,0.0,133.0498,,17.9125,7.161,"Chicken, ground, with additives, raw",
4460,2514747,0.0,152.615,,17.34375,9.591,"Turkey, ground, 93% lean/ 7% fat, raw",
4461,2515218,,,,,10.95,"Beef, ground, grass-fed, 90% lean, 10% fat, raw",
4462,2515221,,,,,11.29,"Beef, ground, 90% lean, 10% fat, raw",
4463,2515224,,,,,10.92,"Beef, ground, grass-fed, 90% lean, 10% fat, raw",
4464,2515227,,,,,14.2,"Beef, ground, 90% lean, 10% fat, raw",
4465,2515230,,,,,13.9,"Beef, ground, grass-fed, 90% lean, 10% fat, raw",
4466,2515233,,,,,13.93,"Beef, ground, grass-fed, 90% lean, 10% fat, raw",
4467,2515236,,,,,14.75,"Beef, ground, 90% lean, 10% fat, raw",
4468,2515239,,,,,12.84,"Beef, ground, 90% lean, 10% fat, raw",
4469,2515242,,,,,18.61,"Beef, ground, 80% lean, 20% fat, raw",
4470,2515245,,,,,26.46,"Beef, ground, 80% lean, 20% fat, raw",
4471,2515248,,,,,17.09,"Beef, ground, 80% lean, 20% fat, raw",
4472,2515251,,,,,20.6,"Beef, ground, 80% lean, 20% fat, raw",
4473,2515254,,,,,16.5,"Beef, ground, 80% lean, 20% fat, raw",
4474,2515257,,,,,15.37,"Beef, ground, grass-fed, 80% lean, 20% fat, raw",
4475,2515260,,,,,24.04,"Beef, ground, 80% lean, 20% fat, raw",
4476,2515263,,,,,16.81,"Beef, ground, 80% lean, 20% fat, raw",
4477,2515266,,,,,23.18,"pork, ground, raw",
4478,2515269,,,,,20.05,"pork, ground, raw",
4479,2515272,,,,,11.91,"pork, ground, raw",
4480,2515275,,,,,8.67,"pork, ground, raw",
4481,2515278,,,,,15.64,"pork, ground, raw",
4482,2515281,,,,,17.54,"pork, ground, raw",
4483,2515284,,,,,25.43,"pork, ground, raw",
4484,2515287,,,,,2.12,"Chicken, ground, breast meat only, raw",
4485,2515290,,,,,8.41,"Chicken, ground, raw",
4486,2515293,,,,,11.02,"Chicken, ground, raw",
4487,2515296,,,,,3.2,"Chicken, ground, breast meat only, raw",
4488,2515299,,,,,9.7,"Chicken, ground, raw",
4489,2515302,,,,,7.25,"Chicken, ground, raw",
4490,2515305,,,,,6.46,"Chicken, ground, raw",
4491,2515308,,,,,9.13,"Chicken, ground, raw",
4492,2515311,,,,,7.78,"Turkey, ground, 93% lean, 7% fat, raw",
4493,2515314,,,,,8.24,"Turkey, ground, 93% lean, 7% fat, raw",
4494,2515317,,,,,14.58,"Turkey, ground, 93% lean, 7% fat, raw",
4495,2515320,,,,,11.47,"Turkey, ground, 93% lean, 7% fat, raw",
4496,2515323,,,,,9.71,"Turkey, ground, 93% lean, 7% fat, raw",
4497,2515326,,,,,9.24,"Turkey, ground, 93% lean, 7% fat, raw",
4498,2515329,,,,,7.75,"Turkey, ground, 93% lean, 7% fat, raw",
4499,2515332,,,,,7.96,"Turkey, ground, 93% lean, 7% fat, raw",
4500,2515373,21.64216,663.586,5.984,15.03684,57.43,"Nuts, brazilnuts, raw",
4501,2515374,36.2887,564.664,4.104,17.4423,38.86,"Nuts, cashew nuts, raw",
4502,2515375,26.5012,641.39,8.41,13.4938,53.49,"Nuts, hazelnuts or filberts, raw",
4503,2515376,26.498,588.332,8.014,23.205,43.28,"Peanuts, raw",
4504,2515377,80.45025,384.672,8.711,5.28675,4.636,"Flour, chestnut",
4505,2515378,24.0943,711.89,7.563,7.7857,64.93,"Nuts, macadamia nuts, raw",
4506,2515379,27.6943,597.98,6.969,20.5057,45.02,"Nuts, pistachio nuts, raw",
4507,2515380,18.6751,554.602,5.079,29.9079,40.03,"Seeds, pumpkin seeds (pepitas), raw",
4508,2515381,24.5007,609.456,7.215,18.8733,48.44,"Seeds, sunflower seed, kernel, raw",
4509,2515382,58.9025,437.684,34.24,16.1385,15.28,"Flour, coconut",
4510,2515544,,,6.12,,,"brazil nuts, raw",
4511,2515545,,,5.86,,,"brazil nuts, raw",
4512,2515546,,,6.36,,,"brazil nuts, raw",
4513,2515547,,,5.29,,,"brazil nuts, raw",
4514,2515548,,,5.7,,,"brazil nuts, raw",
4515,2515549,,,6.37,,,"brazil nuts, raw",
4516,2515550,,,5.93,,,"brazil nuts, raw",
4517,2515551,,,6.24,,,"brazil nuts, raw",
4518,2515552,,,3.82,,,"cashews, raw",
4519,2515553,,,4.17,,,"cashews, raw",
4520,2515554,,,3.74,,,"cashews, raw",
4521,2515555,,,5.55,,,"cashews, raw",
4522,2515556,,,3.63,,,"cashews, raw",
4523,2515557,,,3.64,,,"cashews, raw",
4524,2515558,,,4.29,,,"cashews, raw",
4525,2515559,,,3.99,,,"cashews, raw",
4526,2515560,,,4.99,,,"pumpkin seeds (pepitas), raw",
4527,2515561,,,5.4,,,"pumpkin seeds (pepitas), raw",
4528,2515562,,,4.75,,,"pumpkin seeds (pepitas), raw",
4529,2515563,,,5.1,,,"pumpkin seeds (pepitas), raw",
4530,2515564,,,5.1,,,"pumpkin seeds (pepitas), raw",
4531,2515565,,,5.12,,,"pumpkin seeds (pepitas), raw",
4532,2515566,,,4.57,,,"pumpkin seeds (pepitas), raw",
4533,2515567,,,5.6,,,"pumpkin seeds (pepitas), raw",
4534,2515568,,,8.57,,,"hazelnuts, raw",
4535,2515569,,,9.44,,,"hazelnuts, raw",
4536,2515570,,,10.3,,,"hazelnuts, raw",
4537,2515571,,,8.15,,,"hazelnuts, raw",
4538,2515572,,,6.84,,,"hazelnuts, raw",
4539,2515573,,,6.9,,,"hazelnuts, raw",
4540,2515574,,,7.78,,,"hazelnuts, raw",
4541,2515575,,,9.3,,,"hazelnuts, raw",
4542,2515576,,,6.88,,,"macadamia nuts, raw",
4543,2515577,,,4.76,,,"macadamia nuts, raw",
4544,2515578,,,6.76,,,"macadamia nuts, raw",
4545,2515579,,,7.53,,,"macadamia nuts, raw",
4546,2515580,,,8.13,,,"macadamia nuts, raw",
4547,2515581,,,11.8,,,"macadamia nuts, raw",
4548,2515582,,,9.37,,,"macadamia nuts, raw",
4549,2515583,,,5.27,,,"macadamia nuts, raw",
4550,2515584,,,7.61,,,"pistachio nuts, raw",
4551,2515585,,,6.67,,,"pistachio nuts, raw",
4552,2515586,,,6.34,,,"pistachio nuts, raw",
4553,2515587,,,5.98,,,"pistachio nuts, raw",
4554,2515588,,,7.44,,,"pistachio nuts, raw",
4555,2515589,,,7.87,,,"pistachio nuts, raw",
4556,2515590,,,6.18,,,"pistachio nuts, raw",
4557,2515591,,,7.66,,,"pistachio nuts, raw",
4558,2515592,,,6.18,,,"sunflower seed kernels, raw",
4559,2515593,,,8.06,,,"sunflower seed kernels, raw",
4560,2515594,,,7.39,,,"sunflower seed kernels, raw",
4561,2515595,,,7.59,,,"sunflower seed kernels, raw",
4562,2515596,,,7.15,,,"sunflower seed kernels, raw",
4563,2515597,,,6.44,,,"sunflower seed kernels, raw",
4564,2515598,,,7.67,,,"sunflower seed kernels, raw",
4565,2515599,,,7.24,,,"sunflower seed kernels, raw",
4566,2515600,,,32.3,,,coconut flour,
4567,2515601,,,39.5,,,coconut flour,
4568,2515602,,,34.6,,,coconut flour,
4569,2515603,,,33.4,,,coconut flour,
4570,2515604,,,31.4,,,coconut flour,
4571,2515605,,,37.0,,,coconut flour,
4572,2515606,,,30.9,,,coconut flour,
4573,2515607,,,34.8,,,coconut flour,
4574,2515608,,,6.34,,,"peanuts, raw",
4575,2515609,,,7.5,,,"peanuts, raw",
4576,2515610,,,8.78,,,"peanuts, raw",
4577,2515611,,,6.7,,,"peanuts, raw",
4578,2515612,,,8.54,,,"peanuts, raw",
4579,2515613,,,8.78,,,"peanuts, raw",
4580,2515614,,,8.62,,,"peanuts, raw",
4581,2515615,,,8.85,,,"peanuts, raw",
4582,2515616,,,8.19,,,chestnut flour,
4583,2515617,,,7.42,,,chestnut flour,
4584,2515618,,,9.26,,,chestnut flour,
4585,2515619,,,8.73,,,chestnut flour,
4586,2515620,,,8.73,,,chestnut flour,
4587,2515621,,,11.0,,,chestnut flour,
4588,2515622,,,7.69,,,chestnut flour,
4589,2515623,,,8.67,,,chestnut flour,
4590,2515625,,,,,53.73,"brazil nuts, raw",
4591,2515628,,,,,58.68,"brazil nuts, raw",
4592,2515631,,,,,58.18,"brazil nuts, raw",
4593,2515634,,,,,58.08,"brazil nuts, raw",
4594,2515637,,,,,59.5,"brazil nuts, raw",
4595,2515640,,,,,59.22,"brazil nuts, raw",
4596,2515643,,,,,54.93,"brazil nuts, raw",
4597,2515646,,,,,57.13,"brazil nuts, raw",
4598,2515649,,,,,38.02,"cashews, raw",
4599,2515652,,,,,38.67,"cashews, raw",
4600,2515655,,,,,40.45,"cashews, raw",
4601,2515658,,,,,38.52,"cashews, raw",
4602,2515661,,,,,36.87,"cashews, raw",
4603,2515664,,,,,42.17,"cashews, raw",
4604,2515667,,,,,39.76,"cashews, raw",
4605,2515670,,,,,36.39,"cashews, raw",
4606,2515673,,,,,40.23,"pumpkin seeds (pepitas), raw",
4607,2515676,,,,,38.52,"pumpkin seeds (pepitas), raw",
4608,2515679,,,,,40.41,"pumpkin seeds (pepitas), raw",
4609,2515682,,,,,39.75,"pumpkin seeds (pepitas), raw",
4610,2515685,,,,,38.92,"pumpkin seeds (pepitas), raw",
4611,2515688,,,,,41.96,"pumpkin seeds (pepitas), raw",
4612,2515691,,,,,39.94,"pumpkin seeds (pepitas), raw",
4613,2515694,,,,,40.54,"pumpkin seeds (pepitas), raw",
4614,2515697,,,,,55.4,"hazelnuts, raw",
4615,2515700,,,,,54.12,"hazelnuts, raw",
4616,2515703,,,,,52.67,"hazelnuts, raw",
4617,2515706,,,,,45.35,"hazelnuts, raw",
4618,2515709,,,,,56.08,"hazelnuts, raw",
4619,2515712,,,,,53.94,"hazelnuts, raw",
4620,2515715,,,,,52.86,"hazelnuts, raw",
4621,2515718,,,,,57.5,"hazelnuts, raw",
4622,2515721,,,,,61.95,"macadamia nuts, raw",
4623,2515724,,,,,70.37,"macadamia nuts, raw",
4624,2515727,,,,,65.07,"macadamia nuts, raw",
4625,2515730,,,,,67.23,"macadamia nuts, raw",
4626,2515733,,,,,68.12,"macadamia nuts, raw",
4627,2515736,,,,,59.66,"macadamia nuts, raw",
4628,2515739,,,,,62.75,"macadamia nuts, raw",
4629,2515742,,,,,64.31,"macadamia nuts, raw",
4630,2515745,,,,,43.93,"pistachio nuts, raw",
4631,2515748,,,,,45.03,"pistachio nuts, raw",
4632,2515751,,,,,43.98,"pistachio nuts, raw",
4633,2515754,,,,,44.51,"pistachio nuts, raw",
4634,2515757,,,,,44.59,"pistachio nuts, raw",
4635,2515760,,,,,48.92,"pistachio nuts, raw",
4636,2515763,,,,,47.75,"pistachio nuts, raw",
4637,2515766,,,,,41.44,"pistachio nuts, raw",
4638,2515769,,,,,50.41,"sunflower seed kernels, raw",
4639,2515772,,,,,44.07,"sunflower seed kernels, raw",
4640,2515775,,,,,53.28,"sunflower seed kernels, raw",
4641,2515778,,,,,44.56,"sunflower seed kernels, raw",
4642,2515781,,,,,46.98,"sunflower seed kernels, raw",
4643,2515784,,,,,49.53,"sunflower seed kernels, raw",
4644,2515787,,,,,48.46,"sunflower seed kernels, raw",
4645,2515790,,,,,50.22,"sunflower seed kernels, raw",
4646,2515793,,,,,14.58,coconut flour,
4647,2515796,,,,,18.93,coconut flour,
4648,2515799,,,,,17.45,coconut flour,
4649,2515802,,,,,13.63,coconut flour,
4650,2515805,,,,,14.87,coconut flour,
4651,2515808,,,,,15.64,coconut flour,
4652,2515811,,,,,15.79,coconut flour,
4653,2515814,,,,,11.36,coconut flour,
4654,2515817,,,,,44.76,"peanuts, raw",
4655,2515820,,,,,48.52,"peanuts, raw",
4656,2515823,,,,,40.06,"peanuts, raw",
4657,2515826,,,,,47.27,"peanuts, raw",
4658,2515829,,,,,38.68,"peanuts, raw",
4659,2515832,,,,,41.84,"peanuts, raw",
4660,2515835,,,,,43.68,"peanuts, raw",
4661,2515838,,,,,41.4,"peanuts, raw",
4662,2515841,,,,,5.34,chestnut flour,
4663,2515844,,,,,6.04,chestnut flour,
4664,2515847,,,,,5.58,chestnut flour,
4665,2515850,,,,,3.88,chestnut flour,
4666,2515853,,,,,5.16,chestnut flour,
4667,2515856,,,,,4.28,chestnut flour,
4668,2515859,,,,,3.29,chestnut flour,
4669,2515862,,,,,3.52,chestnut flour,
4670,2644281,59.7955,345.223,,21.5625,2.199,"Beans, cannellini, dry",
4671,2644282,60.358,382.998,,21.275,6.274,"Chickpeas, (garbanzo beans, bengal gram), dry",
4672,2644283,62.17125,360.285,,23.56875,1.925,"Lentils, dry",
4673,2644284,61.836,354.015,,21.225,2.419,"Blackeye pea, dry",
4674,2644285,19.8135,118.361,,6.9125,1.273,"Beans, black, canned, sodium added, drained and rinsed",
4675,2644286,19.98325,118.79,,6.56875,1.398,"Beans, navy, canned, sodium added, drained and rinsed",
4676,2644287,18.8185,115.445,,7.4125,1.169,"Beans, cannellini, canned, sodium added, drained and rinsed",
4677,2644288,20.32025,137.22,,7.01875,3.096,"Chickpeas (garbanzo beans, bengal gram), canned, sodium added, drained and rinsed",
4678,2644289,21.03,126.624,,7.8,1.256,"Beans, kidney, dark red, canned, sodium added, sugar added, drained and rinsed",
4679,2644290,21.44675,126.703,,7.30625,1.299,"Beans, kidney, light red, canned, sodium added, sugar added, drained and rinsed",
4680,2644291,12.707625,80.145,,4.734375,1.153,"Peas, green, sweet, canned, sodium added, sugar added, drained and rinsed",
4681,2644292,19.60025,116.57,,6.69375,1.266,"Beans, pinto, canned, sodium added, drained and rinsed",
4682,2644293,19.1659,116.0276,,6.925,1.296,"Blackeye pea, canned, sodium added, drained and rinsed",
4683,2644294,19.32875,116.834,,7.03125,1.266,"Beans, great northern, canned, sodium added, drained and rinsed",
4684,2645753,,,,,2.2,"beans, cannellini, dry",
4685,2645756,,,,,2.0,"beans, cannellini, dry",
4686,2645759,,,,,2.2,"beans, cannellini, dry",
4687,2645762,,,,,2.23,"beans, cannellini, dry",
4688,2645765,,,,,2.65,"beans, cannellini, dry",
4689,2645768,,,,,2.2,"beans, cannellini, dry",
4690,2645771,,,,,2.11,"beans, cannellini, dry",
4691,2645774,,,,,2.0,"beans, cannellini, dry",
4692,2645777,,,,,5.94,"beans, chickpeas/garbanzos, dry",
4693,2645780,,,,,6.15,"beans, chickpeas/garbanzos, dry",
4694,2645783,,,,,5.86,"beans, chickpeas/garbanzos, dry",
4695,2645786,,,,,6.46,"beans, chickpeas/garbanzos, dry",
4696,2645789,,,,,6.85,"beans, chickpeas/garbanzos, dry",
4697,2645792,,,,,6.28,"beans, chickpeas/garbanzos, dry",
4698,2645795,,,,,6.44,"beans, chickpeas/garbanzos, dry",
4699,2645798,,,,,6.21,"beans, chickpeas/garbanzos, dry",
4700,2645801,,,,,2.01,"lentils, dry",
4701,2645804,,,,,2.02,"lentils, dry",
4702,2645807,,,,,1.98,"lentils, brown, dry",
4703,2645810,,,,,1.77,"lentils, dry",
4704,2645813,,,,,1.84,"lentils, dry",
4705,2645816,,,,,1.88,"lentils, dry",
4706,2645819,,,,,1.96,"lentils, dry",
4707,2645822,,,,,1.94,"lentils, dry",
4708,2645825,,,,,2.42,"blackeye pea, dry",
4709,2645828,,,,,2.66,"blackeye pea, dry",
4710,2645831,,,,,2.29,"blackeye pea, dry",
4711,2645834,,,,,2.22,"blackeye pea, dry",
4712,2645837,,,,,2.28,"blackeye pea, dry",
4713,2645840,,,,,2.49,"blackeye pea, dry",
4714,2645843,,,,,2.59,"blackeye pea, dry",
4715,2645846,,,,,2.4,"blackeye pea, dry",
4716,2645849,,,,,0.82,"beans, black, canned, sodium added",
4717,2645852,,,,,1.08,"beans, black, canned, sodium added",
4718,2645855,,,,,1.3,"beans, black, canned, sodium added",
4719,2645858,,,,,1.63,"beans, black, canned, sodium added",
4720,2645861,,,,,1.16,"beans, black, canned, sodium added",
4721,2645864,,,,,1.03,"beans, black, canned, sodium added",
4722,2645867,,,,,1.56,"beans, black, canned, sodium added",
4723,2645870,,,,,1.6,"beans, black, canned, sodium added",
4724,2645873,,,,,1.28,"beans, navy, canned, sodium added",
4725,2645876,,,,,1.28,"beans, navy, canned, sodium added",
4726,2645879,,,,,1.59,"beans, navy, canned, sodium added",
4727,2645882,,,,,1.66,"beans, navy, canned, sodium added",
4728,2645885,,,,,1.33,"beans, navy, canned, sodium added",
4729,2645888,,,,,1.36,"beans, navy, canned, sodium added",
4730,2645891,,,,,1.54,"beans, navy, canned, sodium added",
4731,2645894,,,,,1.14,"beans, navy, canned, sodium added",
4732,2645897,,,,,1.31,"beans, cannellini, canned, sodium added",
4733,2645900,,,,,1.22,"beans, cannellini, canned, sodium added",
4734,2645903,,,,,1.1,"beans, cannellini, canned, sodium added",
4735,2645906,,,,,0.99,"beans, cannellini, canned, sodium added",
4736,2645909,,,,,1.12,"beans, cannellini, canned, sodium added",
4737,2645912,,,,,1.17,"beans, cannellini, canned, sodium added",
4738,2645915,,,,,1.42,"beans, cannellini, canned, sodium added",
4739,2645918,,,,,1.02,"beans, cannellini, canned, sodium added",
4740,2645921,,,,,2.98,"beans, chick peas/garbanzos, canned, sodium added",
4741,2645924,,,,,3.17,"beans, chick peas/garbanzos, canned, sodium added",
4742,2645927,,,,,3.04,"beans, chick peas/garbanzos, canned, sodium added",
4743,2645930,,,,,3.05,"beans, chick peas/garbanzos, canned, sodium added",
4744,2645933,,,,,2.77,"beans, chick peas/garbanzos, canned, sodium added",
4745,2645936,,,,,3.53,"beans, chick peas/garbanzos, canned, sodium added",
4746,2645939,,,,,3.34,"beans, chick peas/garbanzos, canned, sodium added",
4747,2645942,,,,,2.89,"beans, chick peas/garbanzos, canned, sodium added",
4748,2645945,,,,,1.14,"beans, kidney, dark red, canned, sodium added, sugar added",
4749,2645948,,,,,1.35,"beans, kidney, dark red, canned, sodium added, sugar added",
4750,2645951,,,,,1.56,"beans, kidney, dark red, canned, sodium added, sugar added",
4751,2645954,,,,,1.06,"beans, kidney, dark red, canned, sodium added, sugar added",
4752,2645957,,,,,1.36,"beans, kidney, dark red, canned, sodium added, sugar added",
4753,2645960,,,,,1.3,"beans, kidney, dark red, canned, sodium added, sugar added",
4754,2645963,,,,,1.22,"beans, kidney, dark red, canned, sodium added, sugar added",
4755,2645966,,,,,1.06,"beans, kidney, dark red, canned, sodium added, sugar added",
4756,2645969,,,,,1.62,"beans, kidney, light red, canned, sodium added, sugar added",
4757,2645972,,,,,1.15,"beans, kidney, light red, canned, sodium added, sugar added",
4758,2645975,,,,,1.27,"beans, kidney, light red, canned, sodium added, sugar added",
4759,2645978,,,,,1.25,"beans, kidney, light red, canned, sodium added, sugar added",
4760,2645981,,,,,1.32,"beans, kidney, light red, canned, sodium added, sugar added",
4761,2645984,,,,,1.46,"beans, kidney, light red, canned, sodium added, sugar added",
4762,2645987,,,,,1.35,"beans, kidney, light red, canned, sodium added, sugar added",
4763,2645990,,,,,0.97,"beans, kidney, light red, canned, sodium added, sugar added",
4764,2645993,,,,,1.31,"peas, green, sweet, canned, sodium added, sugar added",
4765,2645996,,,,,1.07,"peas, green, sweet, canned, sodium added, sugar added",
4766,2645999,,,,,1.26,"peas, green, sweet, canned, sodium added, sugar added",
4767,2646002,,,,,1.11,"peas, green, sweet, canned, sodium added, sugar added",
4768,2646005,,,,,1.15,"peas, green, sweet, canned, sodium added, sugar added",
4769,2646008,,,,,1.12,"peas, green, sweet, canned, sodium added, sugar added",
4770,2646011,,,,,1.23,"peas, green, sweet, canned, sodium added, sugar added",
4771,2646014,,,,,0.97,"peas, green, sweet, canned, sodium added, sugar added",
4772,2646017,,,,,1.0,"beans, pinto, canned, sodium added",
4773,2646020,,,,,1.25,"beans, pinto, canned, sodium added",
4774,2646023,,,,,1.49,"beans, pinto, canned, sodium added",
4775,2646026,,,,,1.56,"beans, pinto, canned, sodium added",
4776,2646029,,,,,1.2,"beans, pinto, canned, sodium added",
4777,2646032,,,,,1.31,"beans, pinto, canned, sodium added",
4778,2646035,,,,,1.4,"beans, pinto, canned, sodium added",
4779,2646038,,,,,0.92,"beans, pinto, canned, sodium added",
4780,2646041,,,,,1.25,"beans, blackeye pea, canned, sodium added",
4781,2646044,,,,,1.59,"beans, blackeye pea, canned, sodium added",
4782,2646047,,,,,1.6,"beans, blackeye pea, canned, sodium added",
4783,2646050,,,,,1.0,"beans, blackeye pea, canned, sodium added",
4784,2646053,,,,,1.16,"beans, blackeye pea, canned, sodium added",
4785,2646056,,,,,1.44,"beans, blackeye pea, canned, sodium added",
4786,2646059,,,,,1.22,"beans, blackeye pea, canned, sodium added",
4787,2646062,,,,,1.11,"beans, blackeye pea, canned, sodium added",
4788,2646065,,,,,1.27,"beans, great northern, canned, sodium added",
4789,2646068,,,,,1.52,"beans, great northern, canned, sodium added",
4790,2646071,,,,,0.97,"beans, great northern, canned, sodium added",
4791,2646074,,,,,1.21,"beans, great northern, canned, sodium added",
4792,2646077,,,,,1.51,"beans, great northern, canned, sodium added",
4793,2646080,,,,,1.45,"beans, great northern, canned, sodium added",
4794,2646083,,,,,1.18,"beans, great northern, canned, sodium added",
4795,2646086,,,,,1.02,"beans, great northern, canned, sodium added",
4796,2646168,0.0,167.769,,21.11875,9.469,"Pork, loin, boneless, raw",
4797,2646169,0.0,119.039,,21.58125,3.899,"Pork, loin, tenderloin, boneless, raw",
4798,2646170,0.0,106.034,,22.525,1.934,"Chicken, breast, boneless, skinless, raw",
4799,2646171,0.0,144.07,,18.6125,7.916,"Chicken, thigh, boneless, skinless, raw",
4800,2646172,0.0,254.11,,18.74375,20.04,"Beef, ribeye, steak, boneless, choice, raw",
4801,2646173,0.852,140.635,,21.475,5.703,"Beef, round, top round, boneless, choice, raw",
4802,2646174,0.0,231.7048,,18.4,17.8,"Beef, chuck, roast, boneless, choice, raw",
4803,2646175,0.0,163.8998,,20.13125,9.399,"Beef, flank, steak, boneless, choice, raw",
4804,2647010,,,,,5.5,"pork, loin, boneless",
4805,2647013,,,,,6.88,"pork, loin, boneless",
4806,2647016,,,,,7.33,"pork, loin, boneless",
4807,2647019,,,,,14.04,"pork, loin, boneless",
4808,2647022,,,,,9.04,"pork, loin, boneless",
4809,2647025,,,,,19.43,"pork, loin, boneless",
4810,2647028,,,,,8.45,"pork, loin, boneless",
4811,2647031,,,,,5.08,"pork, loin, boneless",
4812,2647034,,,,,5.34,"pork, tenderloin, boneless",
4813,2647037,,,,,4.41,"pork, tenderloin, boneless",
4814,2647040,,,,,2.35,"pork, tenderloin, boneless",
4815,2647043,,,,,5.21,"pork, tenderloin, boneless",
